id_gare;nom_gare;trigramme;lat;lon;id_commune;nom_commune
87478073;Dol-de-Bretagne;DOL;48.54425; -1.750536;35095;DOL-DE-BRETAGNE
87713412;Dole;DLE;47.096084; 5.488105;39198;DOLE
87141119;Dombasle-sur-Meurthe;DBS;48.623275; 6.343478;54159;DOMBASLE-SUR-MEURTHE
87718213;Domblans - Voiteur;DBV;46.7627809; 5.5977462;39199;DOMBLANS
87396200;Domfront-en-Champagne;DFO;48.1076766; 0.0262592;72119;DOMFRONT-EN-CHAMPAGNE
87721738;Dommartin - Lissieu;DLU;45.8397811; 4.7344831;69076;DOMMARTIN
87316109;Dommartin - Remiencourt;DMM;49.7996523; 2.3926625;80246;DOMMARTIN
87276436;Domont;DMO;49.03268; 2.33746;95199;DOMONT
87696427;Dompierre Sept Fons;DOP;46.5263166; 3.6749309;3102;DOMPIERRE-SUR-BESBRE
87295774;Dompierre-sur-Helpe;DMR;50.146144; 3.871144;59177;DOMPIERRE-SUR-HELPE
87286435;Don - Sainghin;DON;50.55176; 2.91458;59524;SAINGHIN-EN-WEPPES
87172239;Donchery;DEY;49.6981267; 4.8747529;8142;DONCHERY
87481721;Donges;DNG;47.3151; -2.07236;44052;DONGES
87142273;Donjeux;DNJ;48.3658544; 5.1482245;52175;DONJEUX
87764290;Donzère;DOE;44.4433646; 4.7046262;26116;DONZERE
87684233;Dordives;DDI;48.1471796; 2.7628787;45127;DORDIVES
87214338;Dorlisheim;DHM;48.5249915; 7.4930546;67101;DORLISHEIM
87171512;Dormans;DOR;49.0791611; 3.641709;51217;DORMANS
87345009;Douai;DOI;50.371677; 3.089986;59178;DOUAI
87545525;Dourdan;DHY;48.533466; 2.009643;91200;DOURDAN
87540179;Dourdan La Forêt;DAQ;48.535314; 1.994908;91200;DOURDAN
87345165;Dourges;DOU;50.43192; 2.98697;62274;DOURGES
87271403;Drancy;DRN;48.93298; 2.45497;93029;DRANCY
87756775;Drap - Cantaron;DRA;43.7599599; 7.3168739;6031;CANTARON
87476770;Drefféac;DRF;47.4817568; -2.0503661;44053;DREFFEAC
87316075;Dreuil-lès-Amiens;DAS;49.91444; 2.23091;80256;DREUIL-LES-AMIENS
87393488;Dreux;DRX;48.7314561; 1.3701604;28134;DREUX
87212357;Drusenheim;DRS;48.7659128; 7.9478463;67106;DRUSENHEIM
87571612;Druye;DRY;47.3070191; 0.5354805;37099;DRUYE
87697342;Dugny - La Courneuve T11;DLC;48.9439; 2.4115;93027;LA COURNEUVE
87281006;Dunkerque;DKQ;51.03047; 2.368961;59183;DUNKERQUE
87214536;Duppigheim;DUP;48.5439674; 7.5868091;67108;DUPPIGHEIM
87641449;Durtol - Nohanent;DUR;45.7947707; 3.048557;63141;DURTOL
87214544;Duttlenheim;DTM;48.5453531; 7.5661529;67080;DACHSTEIN
87281469;Ebblinghem;EBB;50.7306459; 2.409148;59184;EBBLINGHEM
87214106;Ebersheim;EBH;48.3099953; 7.494471;67115;EBERSHEIM
87725895;Échirolles;EHR;45.153022; 5.718943;38151;ECHIROLLES
87710731;École-Valentin;ECV;47.2749834; 5.9944745;25212;ECOLE-VALENTIN
87396564;Écommoy;ECO;47.8246286; 0.2691867;72124;ECOMMOY
87276394;Écouen - Ézanville;ECZ;49.02273; 2.36325;95229;EZANVILLE
87721506;Ecully - Tassin;ECY;45.7657162; 4.7795238;69244;TASSIN-LA-DEMI-LUNE
87594168;Égletons;EGL;45.4023816; 2.0651243;19073;EGLETONS
87545475;Égly;ELY;48.582364; 2.222138;91207;EGLY
87597153;Éguzon-Chantôme;EGU;46.4397694; 1.5521707;36070;EGUZON-CHANTOME
87214239;Eichhoffen;ECF;48.3824829; 7.4495524;67120;EICHHOFFEN
87141200;Einvaux;EIN;48.5034859; 6.3932959;54175;EINVAUX
87411173;Elbeuf - Saint-Aubin;ESA;49.302766; 1.00993;76561;SAINT-AUBIN-LES-ELBEUF
87784207;Elne;ELN;42.5971138; 2.9635851;66065;ELNE
87144436;Éloyes;ELS;48.087067; 6.6001593;88158;ELOYES
87763466;Embrun;EMB;44.567008; 6.496773;5046;EMBRUN
87116046;Émerainville - Pontault-Combault;EMR;48.806034; 2.618004;77169;EMERAINVILLE
87276022;Enghien-les-Bains;ENK;48.97309; 2.30699;95210;ENGHIEN-LES-BAINS
87287276;Ennevelin;ENN;50.5492981; 3.1586612;59197;ENNEVELIN
87765826;Entraigues-sur-la-Sorgue;ENR;44.0054278; 4.9226971;84043;ENTRAIGUES-SUR-LA-SORGUE
87214528;Entzheim Aéroport;ENZ;48.54699; 7.62794;67124;ENTZHEIM
87575357;Épanvilliers;EPI;46.2254951; 0.2357576;86029;BLANZAY
87171553;Épernay;EPR;49.046289; 3.959798;51230;EPERNAY
87394114;Épernon;EPN;48.6052471; 1.6812578;28140;EPERNON
87214221;Epfig;EFG;48.3637643; 7.4504053;67125;EPFIG
87741280;Épierre - Saint-Léger;MEE;45.457027; 6.292521;73109;EPIERRE
87144006;Épinal;ELP;48.178005; 6.441787;88160;EPINAL
87271122;Épinay - Villetaneuse;EPV;48.95838; 2.32865;93031;EPINAY-SUR-SEINE
87697300;Épinay - Villetaneuse T11;EPY;;;93031;EPINAY-SUR-SEINE
87545228;Épinay-sur-Orge;EYO;48.66952; 2.33182;91216;EPINAY-SUR-ORGE
87271148;Épinay-sur-Seine;EYS;48.9542084; 2.3026142;93031;EPINAY-SUR-SEINE
87697292;Épinay-sur-Seine T11;EPS;;;93031;EPINAY-SUR-SEINE
87276147;Épluches;EPL;49.0549329; 2.1225973;95572;SAINT-OUEN-L'AUMONE
87386763;Épône - Mézières;EPO;48.9631225; 1.8085932;78217;EPONE
87381418;Éragny - Neuville;ERA;49.01824; 2.09104;95218;ERAGNY
87590356;Erdre Active;ERD;47.282902; -1.544552;44035;LA CHAPELLE-SUR-ERDRE
"87276055;87534131";Ermont - Eaubonne;ERT;48.98032; 2.27176;95219;ERMONT
87276584;Ermont Halte;ERM;48.9898; 2.26323;95219;ERMONT
87214148;Erstein;EEN;48.4229857; 7.6387869;67130;ERSTEIN
87116327;Esbly;EYA;48.90314191; 2.81059946;77171;ESBLY
87611707;Escalquens;EQA;43.5170958; 1.5422774;31169;ESCALQUENS
87345496;Escaudœuvres;EDV;50.1918249; 3.2754949;59206;ESCAUDOEUVRES
87272096;Esches;ESC;49.2125205; 2.1708125;60218;ESCHES
87281113;Esquelbecq;ESQ;50.8894369; 2.4121536;59210;ESQUELBECQ
87681601;Essonnes Robinson;ESO;48.606095; 2.463701;91174;CORBEIL-ESSONNES
87313387;Estrées-Saint-Denis;ESD;49.4382161; 2.642402;60223;ESTREES-SAINT-DENIS
87722579;Estressin;ESN;45.540285; 4.868273;38544;VIENNE
87571422;Esvres sur Indre;ESV;47.2841016; 0.7816519;37104;ESVRES
87175794;Étain;ETM;49.2074907; 5.6398079;55181;ETAIN
87413328;Étainhus - Saint-Romain;EAH;49.5612151; 0.3310234;76250;ETAINHUS
87718536;Étalans;EAS;47.155884; 6.2706173;25222;ETALANS
87545137;Étampes;ETP;48.436661; 2.159468;91223;ETAMPES
87694141;Étang-sur-Arroux;ETG;46.8679082; 4.1838415;71192;ETANG-SUR-ARROUX
87317065;Étaples - Le Touquet;ETA;50.51686; 1.64231;62318;ETAPLES
87683201;Étigny - Véron;EYV;48.1386835; 3.2904186;89160;ETIGNY
87144642;Étival-Clairefontaine;ETL;48.3671987; 6.8769607;88165;ETIVAL-CLAIREFONTAINE
87545145;Étréchy;ETY;48.493727; 2.194323;91226;ETRECHY
87484154;Étriché - Châteauneuf;EEF;47.6567082; -0.4608993;49132;ETRICHE
87317537;Eu;EUW;50.0541988; 1.416837;76255;EU
87745679;Évian-les-Bains;EVI;46.397915; 6.577457;74119;EVIAN-LES-BAINS
87387001;Évreux Normandie;EVX;49.018748; 1.149629;27229;EVREUX
87478552;Évron;EVN;48.155501; -0.397338;53097;EVRON
87681361;Évry Val de Seine;EVR;48.63442; 2.45209;91228;EVRY
87681387;Évry-Courcouronnes;EVC;48.625507; 2.428581;91228;EVRY
87592121;Eymoutiers Vassivière;EYM;45.7397876; 1.7412237;87064;EYMOUTIERS
87756387;Èze;EZZ;43.7221842; 7.3568031;6059;EZE
87342527;Farbus;FAU;50.357641; 2.8310408;62324;FARBUS
87193516;Farébersviller;FBR;49.1181603; 6.8618926;57207;FAREBERSVILLER
87116277;Faremoutiers - Pommeuse;FMP;48.808494; 2.993109;77371;POMMEUSE
87193524;Farschviller;FWR;49.0878773; 6.9080815;57208;FARSCHVILLER
87576173;Faubourg d'Orléans;FBL;47.3669948; 1.7403794;41194;ROMORANTIN-LANTHENAY
87193359;Faulquemont;FAQ;49.0453391; 6.6039774;57209;FAULQUEMONT
87413542;Fécamp;FEC;49.759277; 0.375287;76259;FECAMP
87212266;Fegersheim - Lipsheim;FHM;48.4905892; 7.6724806;67268;LIPSHEIM
87182626;Fellering;FRG;47.8975893; 6.9871347;68089;FELLERING
87172874;Fépin;FEP;50.0234644; 4.7266156;8166;FEPIN
87684241;Ferrières - Fontenay;FFY;48.0964767; 2.7726332;45148;FONTENAY-SUR-LOING
87313742;Feuquières - Broquiers;FBS;49.6545751; 1.8305169;60233;FEUQUIERES
87726877;Feurs;FEU;45.744156; 4.230573;42094;FEURS
87722538;Feyzin;FEY;45.6658584; 4.8531349;69276;FEYZIN
87613091;Figeac;FIG;44.603515; 2.037355;46102;FIGEAC
87726729;Firminy;FNY;45.391625; 4.28643;42095;FIRMINY
87171330;Fismes;FIO;49.310665; 3.68213;51250;FISMES
87296871;Flavy-le-Martel;FAM;49.7187375; 3.1905076;2315;FLAVY-LE-MARTEL
87181040;Flaxlanden;FXL;47.6986924; 7.3044703;68384;ZILLISHEIM
87448001;Flers;FLS;48.744785; -0.573216;61169;FLERS
87721563;Fleurieux-sur-l'Arbresle;FSL;45.8449944; 4.6603815;69086;FLEURIEUX-SUR-L'ARBRESLE
87725663;Fleurville - Pont-de-Vaux;FLV;46.4509279; 4.8840722;71591;FLEURVILLE
87696633;Flez-Cuzy - Tannay;FEZ;47.3630583; 3.6149926;58286;TANNAY
87576108;Foëcy;FCY;47.1756905; 2.1625062;18096;FOECY
87611616;Foix;FXE;42.969746; 1.607147;9122;FOIX
87447649;Folligny;FOL;48.8299461; -1.4072231;50188;FOLLIGNY
87775379;Fons - Saint-Mamert;FMS;43.9073195; 4.2066687;30112;FONS
87784819;Font-Romeu-Odeillo-Via;FRM;42.4912317; 2.0383917;66124;FONT-ROMEU-ODEILLO-VIA
87682427;Fontaine-le-Port;FPO;48.4871358; 2.7514043;77188;FONTAINE-LE-PORT
87682211;Fontainebleau - Avon;FON;48.416371; 2.72634;77014;AVON
87713586;Fontaines - Mercurey;FAE;46.8512109; 4.7750693;71202;FONTAINES
87393405;Fontenay-le-Fleury;FAF;48.8074032; 2.0404603;78242;FONTENAY-LE-FLEURY
87141051;Fontenoy-sur-Moselle;FBE;48.711721; 5.9803654;54202;FONTENOY-SUR-MOSELLE
87784769;Fontpédrouse;FTB;42.5138062; 2.1886585;66080;FONTPEDROUSE
87193003;Forbach;FOB;49.1892278; 6.9013184;57227;FORBACH
87313833;Formerie;FMR;49.6542178; 1.7229081;60245;FORMERIE
87485326;Fors;FOW;46.2345203; -0.4069449;79125;FORS
87753442;Fos-sur-Mer;FOS;43.428029; 4.974579;13077;PORT-DE-BOUC
87413377;Foucart - Alvimare;FTA;49.608289; 0.5969601;76279;FOUCART
87214734;Fouday;FDY;48.4248874; 7.1874246;67144;FOUDAY
87141036;Foug;FUG;48.6792561; 5.7912761;54205;FOUG
87471201;Fougeray - Langon;FGL;47.7297956; -1.8510921;35145;LANGON
87486316;Fougeré;FUE;46.6653044; -1.2319718;49143;FOUGERE
87313841;Fouilloy;FIY;49.7366368; 1.8260404;60248;FOUILLOY
87342204;Fouquereuil;FQE;50.5255091; 2.6074449;62349;FOUQUEREUIL
87696229;Fourchambault;FLT;47.0189684; 3.0873673;58117;FOURCHAMBAULT
87295048;Fourmies;FMI;50.01541; 4.05357;59249;FOURMIES
"87733675;87366922";Fourqueux - Bel-Air;EBL;48.89494; 2.0705;78551;SAINT-GERMAIN-EN-LAYE
87726737;Fraisses - Unieux;FRU;45.3948228; 4.2610375;42099;FRAISSES
87417444;Franchet d'Esperey;FRP;49.2425356; 4.013869;51454;REIMS
87722702;Francheville;FRW;45.7336473; 4.7693729;69089;FRANCHEVILLE
87276071;Franconville - Le Plessis-Bouchard;FPB;48.99358; 2.23514;95252;FRANCONVILLE
87718304;Franois;FOI;47.2273609; 5.937498;25258;FRANOIS
87715136;Frasne;FRA;46.857596; 6.157767;25259;FRASNE
87113894;Freinville Sevran;FSV;48.926637; 2.519019;93071;SEVRAN
87757500;Fréjus;FRJ;43.432032; 6.732941;83061;FREJUS
87444182;Frénouville - Cagny;FVL;49.1411192; -0.2603256;14287;FRENOUVILLE
87276659;Frépillon;FPN;49.0462; 2.19717;95256;FREPILLON
87296293;Fresnoy-le-Grand;FEG;49.9501964; 3.43268;2334;FRESNOY-LE-GRAND
87574533;Fréteval - Morée;FRE;47.8919172; 1.211813;41095;FRETEVAL
87286641;Fretin;FRI;50.5599254; 3.1495133;59256;FRETIN
87342212;Frévin-Capelle;FVK;50.3473177; 2.6338262;62363;FREVIN-CAPELLE
87592360;Fromental;FRO;46.1715646; 1.4324317;87068;FROMENTAL
87142240;Froncles Buxières;FCB;48.29674; 5.14156;52211;FRONCLES
87741629;Frontenex;TFF;45.6305461; 6.3140556;73121;FRONTENEX
87773556;Frontignan;FRN;43.444934; 3.758689;34108;FRONTIGNAN
87141077;Frouard;FRD;48.75545; 6.14411;54215;FROUARD
87473876;Frynaudour;FYD;48.7275919; -3.1284527;22233;PLOURIVO
87172098;Fumay;FUY;49.986048; 4.6926;8185;FUMAY
87324095;Futuroscope;FTU;46.669918; 0.377209;86062;CHASSENEUIL-DU-POITOU
87765446;Gadagne;GDA;43.9296817; 4.9568087;84036;CHATEAUNEUF-DE-GADAGNE
87113514;Gagny;GNQ;48.883125; 2.527106;93032;GAGNY
87615252;Gaillac;GAI;43.905969; 1.894855;81099;GAILLAC
87415620;Gaillon - Aubevoye;GAA;49.174626; 1.352461;27022;AUBEVOYE
87775130;Gallargues-le-Montueux;GGE;43.716229; 4.1715027;30123;GALLARGUES-LE-MONTUEUX
87497461;Gallieni Cancéropôle;OGI;43.5730877; 1.4195801;31555;TOULOUSE
87694638;Galuzot;GLZ;46.6421069; 4.3300578;71486;SAINT-VALLIER
87212332;Gambsheim;GHM;48.6948699; 7.8791884;67151;GAMBSHEIM
87672618;Gan;GNJ;43.2335932; -0.391462;64230;GAN
87191742;Gandrange - Amnéville;GDG;49.2608222; 6.1358897;57019;AMNEVILLE
87732404;Gannat;GAN;46.0975964; 3.2047514;3118;GANNAT
87313262;Gannes;GNS;49.5723315; 2.4370074;60268;GANNES
87763003;Gap;GAP;44.563693; 6.085638;5061;GAP
87393439;Garancières - La Queue;GAQ;48.8106338; 1.7647546;78265;GARANCIERES
87382259;Garches - Marnes-la-Coquette;GMC;48.83839; 2.18692;92064;SAINT-CLOUD
87691436;Garchizy;GZY;47.0429987; 3.0858769;58121;GARCHIZY
87751420;Gardanne;GDN;43.455992; 5.463332;13041;GARDANNE
87584235;Gardonne;GAO;44.8347538; 0.3319427;24194;GARDONNE
87113860;Gargan;GAF;48.908159; 2.517109;93057;LES PAVILLONS-SOUS-BOIS
87381566;Gargenville;GGV;48.98318; 1.8089;78267;GARGENVILLE
87276196;Garges - Sarcelles;GAJ;48.97663; 2.39078;95268;GARGES-LES-GONESSE
87491225;Gauriaguet;GGT;45.0542936; -0.3992689;33183;GAURIAGUET
87393348;Gazeran;GZA;48.6259183; 1.7718857;78269;GAZERAN
87582403;Gazinet Cestas;GAZ;44.772218; -0.69949;33122;CESTAS
87212258;Geispolsheim;GPM;48.5190515; 7.6843578;67152;GEISPOLSHEIM
87713842;Gemeaux;GMX;47.478542; 5.1293074;21290;GEMEAUX
87694653;Génelard;GEL;46.5812177; 4.2379965;71212;GENELARD
87775791;Générac;GEC;43.7324379; 4.3434742;30128;GENERAC
87713313;Genlis;GLS;47.244579; 5.223406;21292;GENLIS
87271205;Gennevilliers;GEN;48.93368; 2.30699;92036;GENNEVILLIERS
87775213;Génolhac;GNC;44.3471626; 3.9516407;30130;GENOLHAC
87171587;Germaine;GEA;49.1277634; 4.0228976;51266;GERMAINE
87214254;Gertwiller;GWL;48.4133621; 7.4663166;67155;GERTWILLER
87734046;Gerzat;GEZ;45.8335879; 3.1431045;63164;GERZAT
87476309;Gestel;GES;47.8029905; -3.4431341;56063;GESTEL
87713503;Gevrey-Chambertin;GCT;47.2274694; 4.999058;21295;GEVREY-CHAMBERTIN
87684290;Gien;GIE;47.699088; 2.636205;45155;GIEN
87576876;Gièvres;GSN;47.2787925; 1.6678267;41097;GIEVRES
87594325;Gignac - Cressensac;GCC;45.0146074; 1.4831648;46118;GIGNAC
87718577;Gilley;GIL;47.0500626; 6.4925676;25271;GILLEY
87694869;Gilly-sur-Loire;GSL;46.5370137; 3.7821607;71220;GILLY-SUR-LOIRE
87611772;Gimont Cahuzac;GAH;43.6330525; 0.8676246;32147;GIMONT
87582858;Gironde-sur-Dropt;GID;44.583292; -0.0920127;33187;GIRONDE-SUR-DROPT
87381244;Gisors;GIS;49.28512; 1.78455;27284;GISORS
87172130;Givet;GVT;50.14025067; 4.81798595;8190;GIVET
87722405;Givors;GIV;45.584948; 4.766086;69091;GIVORS
87722439;Givors Canal;GIC;45.5957662; 4.7725754;69091;GIVORS
87757641;Golfe Juan Vallauris;GLF;43.566501; 7.073578;6155;VALLAURIS
87747477;Goncelin;GOC;45.341941; 5.974136;38181;GONCELIN
87755397;Gonfaron;GFR;43.3171516; 6.2817644;83067;GONFARON
87481432;Gorges;GOE;47.1001487; -1.3058778;44064;GORGES
87613141;Gourdon;GOV;44.7419445; 1.389237;46127;GOURDON
87473801;Gourland;GUL;48.5609981; -3.1668191;22067;GRACES
87381293;Gournay - Ferrières;GOF;49.4813674; 1.7380891;76260;FERRIERES-EN-BRAY
87276246;Goussainville;GOU;49.0240732; 2.4632464;95280;GOUSSAINVILLE
87214270;Goxwiller;GXW;48.4327551; 7.4787296;67164;GOXWILLER
87212241;Graffenstaden;GRF;48.5324375; 7.6897861;67152;GEISPOLSHEIM
87181131;Graffenwald;GFW;47.7808232; 7.2247908;68375;WITTELSHEIM
87615377;Gragnague;GAG;43.696179; 1.567731;31228;GRAGNAGUE
87613059;Gramat;GRT;44.7734284; 1.7223028;46128;GRAMAT
87681353;Grand Bourg;GBG;48.648004; 2.435939;91521;RIS-ORANGIS
87775254;Grand-Combe la Pise;LGC;44.2098159; 4.0329591;30132;LA GRAND-COMBE
87281311;Grande-Synthe;GSV;51.0026884; 2.3133547;59271;GRANDE-SYNTHE
87184432;Grandvillars;GND;47.53763; 6.9785;90053;GRANDVILLARS
87313734;Grandvilliers;GAR;49.6593779; 1.9384836;60286;GRANDVILLIERS
87447680;Granville;GRV;48.838456; -1.587757;50218;GRANVILLE
87757724;Grasse;GRA;43.653317; 6.925524;6069;GRASSE
87281246;Gravelines;GVL;50.978736; 2.1232852;59273;GRAVELINES
87393645;Gravigny Balizy;GBI;48.6851718; 2.317846;91345;LONGJUMEAU
87747006;Grenoble;GRE;45.191493; 5.714584;38185;GRENOBLE
87747402;Grenoble Universités - Gières;GRS;45.184877; 5.78474;38179;GIERES
87214593;Gresswiller;GEI;48.53334; 7.42468;67168;GRESSWILLER
87746107;Grésy-sur-Aix;GAX;45.7245161; 5.9221751;73128;GRESY-SUR-AIX
87741611;Grésy-sur-Isère;TGG;45.594432; 6.2588584;73129;GRESY-SUR-ISERE
87116012;Gretz-Armainvilliers;GZT;48.74544; 2.728824;77215;GRETZ-ARMAINVILLIERS
87681379;Grigny Centre;GGG;48.65343; 2.395797;91286;GRIGNY
87722298;Grigny le Sablon;LSB;45.6072601; 4.796144;69096;GRIGNY
87611673;Grisolles;GRI;43.8269619; 1.3023292;82075;GRISOLLES
87746248;Groisy - Thorens-Glières;GTC;46.0111205; 6.17568;74137;GROISY
87276592;Gros Noyer Saint-Prix;GNE;48.99682; 2.2588;95219;ERMONT
87276360;Groslay;GNX;48.98462; 2.35358;95288;GROSLAY
87116269;Guérard - La Celle-sur-Morin;GCM;48.810588; 2.954783;77219;GUERARD
87597609;Guéret;GTJ;46.1741863; 1.8793855;23096;GUERET
87673459;Guéthary;GTH;43.4253491; -1.6098615;64249;GUETHARY
87471151;Guichen - Bourg-des-Comptes;GBC;47.9350963; -1.7601845;35126;GUICHEN
87171736;Guignicourt;GUI;49.434862; 3.961334;2360;GUIGNICOURT
87545129;Guillerval;GUE;48.3744455; 2.0598748;91294;GUILLERVAL
87474296;Guimiliau;GMU;48.4852675; -3.9996163;29074;GUIMILIAU
87473207;Guingamp;GGP;48.555659; -3.143343;22070;GUINGAMP
87582619;Gujan-Mestras;GUJ;44.640454; -1.06906;33199;GUJAN-MESTRAS
87213223;Gundershoffen;GUF;48.905261; 7.6535345;67176;GUNDERSHOFFEN
87182386;Gunsbach - Griesbach;GSB;48.0414908; 7.1748407;68109;GRIESBACH-AU-VAL
87182089;Habsheim;HAB;47.737691; 7.417979;68118;HABSHEIM
87297523;Hachette;HAC;50.1582852; 3.7434526;59353;LOCQUIGNOL
87191114;Hagondange;HGD;49.25356; 6.16448;57283;HAGONDANGE
87213058;Haguenau;HAG;48.8134498; 7.7827255;67180;HAGUENAU
87673640;Halsou - Larressore;HLS;43.3781301; -1.4279003;64255;HALSOU
87590331;Haluchère Batignolles;HAD;47.249142; -1.5224436;44109;NANTES
87313494;Ham;HAM;49.73985; 3.07052;80579;MUILLE-VILLETTE
87342261;Ham-en-Artois;HMA;50.5900401; 2.4657764;62407;HAM-EN-ARTOIS
87313114;Hangest-sur-Somme;HAS;49.9822011; 2.0661412;80416;HANGEST-SUR-SOMME
87413302;Harfleur;HAF;49.5136336; 0.1989828;76341;HARFLEUR
87313338;Hargicourt - Pierrepont;HGI;49.7138593; 2.5317673;80419;HARGICOURT
87192724;Hatrize;HZE;49.1934741; 5.9071141;54253;HATRIZE
87286096;Haubourdin;HAU;50.6070495; 2.990153;59286;HAUBOURDIN
87281899;Haussmann Saint-Lazare;HSL;48.87478; 2.32862;75109;PARIS-9E-ARRONDISSEMENT
87313882;Haute Picardie TGV;HPI;49.859182; 2.8319;80002;ABLAINCOURT-PRESSOIR
87295568;Hautmont;HAT;50.25398; 3.91522;59291;HAUTMONT
87191239;Hayange;HAY;49.33053; 6.07245;57306;HAYANGE
87172106;Haybes;HYM;50.0116888; 4.7045378;8222;HAYBES
87286302;Hazebrouck;HZK;50.72501; 2.54129;59295;HAZEBROUCK
87214627;Heiligenberg - Mollkirch;HEG;48.5273135; 7.381426;67299;MOLLKIRCH
87316398;Heilles - Mouchy;HEC;49.340531; 2.2725858;60307;HEILLES
87316059;Heilly;HLY;49.9435191; 2.5396593;80426;HEILLY
87286062;Hellemmes;HEL;50.6226402; 3.1149328;59350;LILLE
87677005;Hendaye;HED;43.353132; -1.781724;64260;HENDAYE
87345157;Hénin-Beaumont;HBE;50.41706; 2.95211;62427;HENIN-BEAUMONT
87476259;Hennebont;HEN;47.7990019; -3.2857467;56083;HENNEBONT
87381889;Herblay;HRY;48.99042; 2.16208;95306;HERBLAY
87313692;Herchies;HEE;49.4879546; 2.0109273;60310;HERCHIES
87184507;Héricourt;HCT;47.5729701; 6.7691977;70285;HERICOURT
87682435;Héricy;HER;48.4424848; 2.7605339;77226;HERICY
87313585;Hermes - Berthecourt;HRB;49.3544055; 2.2416554;60065;BERTHECOURT
87193383;Herny;HYI;49.0036084; 6.4769285;57319;HERNY
87212340;Herrlisheim;HRL;48.7279056; 7.9102594;67194;HERRLISHEIM
87182329;Herrlisheim-près-Colmar;HRH;48.0166417; 7.3206381;68134;HERRLISHEIM-PRES-COLMAR
87317107;Hesdigneul-lès-Boulogne;HES;50.6609475; 1.6669967;62446;HESDIGNEUL-LES-BOULOGNE
87317222;Hesdin;HSD;50.378286; 2.0351881;62447;HESDIN
87191163;Hettange-Grande;HET;49.4076754; 6.1566738;57323;HETTANGE-GRANDE
87295063;Hirson;HIQ;49.91455; 4.08432;2381;HIRSON
87324335;Hirson Écoles;HSO;49.9288321; 4.0861491;2381;HIRSON
87212167;Hochfelden;HCH;48.7554199; 7.572355;67202;HOCHFELDEN
87213413;Hoelschloch;HHH;48.9163252; 7.8314949;67487;SURBOURG
87338517;Hoenheim Tram;HMT;48.6285976; 7.7581387;67204;HOENHEIM
87213686;Hoerdt;HOD;48.7029518; 7.7794059;67205;HOERDT
87213447;Hoffen;HFN;48.9312475; 7.933587;67206;HOFFEN
87193276;Hombourg-Haut;HOH;49.1261085; 6.7742703;57332;HOMBOURG-HAUT
87191692;Homécourt;HOM;49.2182988; 5.9991714;54263;HOMECOURT
87393462;Houdan;HOA;48.7958005; 1.6027371;78310;HOUDAN
87141473;Houdemont;HDT;48.645478; 6.1797255;54265;HOUDEMONT
87386409;Houilles - Carrières-sur-Seine;HAR;48.9199636; 2.1850828;78311;HOUILLES
87444406;Houlgate;HOE;49.3000711; -0.0772276;14338;HOULGATE
87193540;Hundling;HDC;49.1066949; 6.9775394;57340;HUNDLING
87641217;Huriel;HIL;46.3714332; 2.4762569;3128;HURIEL
87755629;Hyères;HYE;43.108867; 6.124223;83069;HYERES
87144089;Igney;IYA;48.2709639; 6.3995463;88247;IGNEY
87215103;Igney - Avricourt;IAZ;48.6467012; 6.8053062;54035;AVRICOURT
87393561;Igny;IGY;48.7399008; 2.2313626;91312;IGNY
87784561;Ille-sur-Têt;ILL;42.6682396; 2.6242863;66088;ILLE-SUR-TET
87182204;Illfurth;IFH;47.6764322; 7.2685712;68152;ILLFURTH
87394437;Illiers-Combray;ILC;48.303937; 1.2448745;28196;ILLIERS-COMBRAY
87696450;Imphy;IPY;46.9333537; 3.2597113;58134;IMPHY
87303875;Ingersheim - Cité Scolaire;ISC;48.08883; 7.29823;68338;TURCKHEIM
87575134;Ingrandes sur Vienne;IGR;46.8746283; 0.5691164;86111;INGRANDES
87484360;Ingrandes-Le Fresne-sur-Loire;IGA;47.4056382; -0.9210198;49160;INGRANDES
87213785;Ingwiller;IGW;48.8723277; 7.477155;67222;INGWILLER
87393033;Invalides;INV;48.8619133; 2.3150151;75107;PARIS-7E-ARRONDISSEMENT
87722249;Irigny Yvours;IRY;45.69002; 4.83229;69100;IRIGNY
87713859;Is-sur-Tille;IST;47.520454; 5.129481;21383;MARCILLY-SUR-TILLE
87342279;Isbergues;BIO;50.61399; 2.46277;62473;ISBERGUES
87116616;Isles - Armentières - Congis;IAC;48.9980994; 3.0072998;77231;ISLES-LES-MELDEUSES
87481622;Issé;ISE;47.6268289; -1.45068;44075;ISSE
87734202;Issoire;ISS;45.543884; 3.25398;63178;ISSOIRE
87381574;Issou - Porcheville;IPO;48.97931; 1.78532;78314;ISSOU
87597062;Issoudun;ISK;46.948763; 1.985834;36088;ISSOUDUN
87393306;Issy Val de Seine;ISP;48.8295555; 2.2635936;92040;ISSY-LES-MOULINEAUX
87393074;Issy-les-Moulineaux;ISY;48.8201001; 2.2593469;92040;ISSY-LES-MOULINEAUX
87753418;Istres;ISR;43.5153953; 4.9804272;13047;ISTRES
87577403;Iteuil;ITL;46.4841223; 0.3168298;86113;ITEUIL
87673665;Itxassou;ITX;43.324043; -1.3956111;64279;ITXASSOU
87545301;Ivry-sur-Seine;IVN;48.814371; 2.39099;94041;IVRY-SUR-SEINE
87345397;Iwuy;IWY;50.2255015; 3.3298634;59322;IWUY
87471334;Janzé;JZE;47.955364; -1.497538;35136;JANZE
